,APIWellNumber,CountyCode,APIHoleNumber,Sidetrack,Completion,WellName,CompanyName,OperatorNumber,WellType,MapSymbol,WellStatus,StatusDate,PermitApplicationDate,PermitIssuedDate,DateSpudded,DateofTotalDepth,DateWellCompleted,DateWellPlugged,DateWellConfidentialityEnds,ConfidentialityCode,Town,Quad,QuadSection,ProducingField,ProducingFormation,FinancialSecurity,Slant,County,Region,StateLease,ProposedDepthft,SurfaceLongitude,SurfaceLatitude,BottomHoleLongitude,BottomHoleLatitude,TrueVerticalDepthft,MeasuredDepthft,Kickoffft,DrilledDepthft,Elevationft,OriginalWellType,PermitFee,ObjectiveFormation,DepthFee,Spacing,SpacingAcres,Integration,HearingDate,DateLastModified,DECDatabaseLink,Location1,WellTime,WellTime_Yr
37083,31029130280000,29,13028,0,0,Well 3,Spaulding Composites Co. Inc.,1306,GD,GWP,PA,04/22/1992,10/07/1977,11/04/1977,11/11/1977,11/14/1977,1978-01-04,1992-04-22,,Pre-1989 Well (N/A),Tonawanda City,Tonawanda West,I,Buffalo,Medina,False,Vertical,Erie,9.0,,750.0,-78.88337,43.00487,-78.88337,43.00487,673.0,673.0,0.0,673.0,595.0,NL,0.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029130280000,"(43.00487, -78.88337)",5222.0,14.306849315068494
37085,31013192350000,13,19235,0,0,"Kauffman, H 1",Empire Energy E&P LLC,2544,GD,GWP,PA,06/25/2015,07/23/1984,08/13/1984,08/13/1984,08/18/1984,1984-08-23,2015-06-25,05/04/1987,Released,Clymer,North Clymer,H,Lakeshore,Grimsby,True,Vertical,Chautauqua,9.0,,4250.0,-79.54715,42.04048,-79.54715,42.04048,4294.0,4294.0,0.0,4294.0,1565.0,NL,1225.0,Medina,1125.0,,,,,03/09/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013192350000,"(42.04048, -79.54715)",11263.0,30.85753424657534
37093,31013126660001,13,12666,0,1,"Armfelt, O. 1",Great Lakes Energy Partners,1986,GW,GWP,PA,11/23/2002,03/19/2002,06/05/2002,,,2002-06-29,2002-11-23,,Pre-1989 Well (N/A),Westfield,Westfield,C,,,False,Vertical,Chautauqua,9.0,,2050.0,-79.53076,42.35151,-79.53076,42.35151,0.0,0.0,0.0,0.0,704.0,GW,725.0,Onondaga,625.0,,,,,02/04/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013126660001,"(42.35151, -79.53076)",147.0,0.40273972602739727
37102,31013108700000,13,10870,0,0,McIntyre 7,Vertical Energy Inc.,2515,OD,OWP,PA,09/17/2008,05/28/1974,05/28/1974,07/18/1974,08/07/1974,1974-08-09,2008-09-17,,Pre-1989 Well (N/A),Busti,Lakewood,I,Busti,Glade,False,Vertical,Chautauqua,9.0,,750.0,-79.27168,42.00002,-79.27168,42.00002,789.0,789.0,0.0,789.0,1600.0,OD,0.0,Glade,0.0,,,,,10/29/2012 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013108700000,"(42.00002, -79.27168)",12458.0,34.131506849315066
37104,31013137100000,13,13710,0,0,Brisky 1,Belden & Blake Corporation,1480,GD,GWP,PA,04/19/1996,10/27/1978,11/02/1978,03/26/1979,07/16/1979,1979-07-27,1996-04-19,,Pre-1989 Well (N/A),Sheridan,Dunkirk,C,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,2200.0,-79.28928999999998,42.4643,-79.28928999999998,42.4643,2168.0,2168.0,0.0,2168.0,730.0,NL,0.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013137100000,"(42.4643, -79.28929)",6111.0,16.742465753424657
37105,31013187980000,13,18798,0,0,Tecroney 1,Franklin Brine Treatment Corp.,1464,GW,GWP,PA,08/19/1993,12/14/1983,12/22/1983,12/31/1983,01/07/1984,1984-07-24,1993-08-19,,Pre-1989 Well (N/A),Clymer,North Clymer,E,Clymer,,False,Vertical,Chautauqua,9.0,,4215.0,-79.58314,42.04494,-79.58314,42.04494,2968.0,2968.0,0.0,2968.0,1500.0,NL,1225.0,Medina,1125.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013187980000,"(42.04494, -79.58314)",3313.0,9.076712328767123
37110,31013050140000,13,5014,0,0,Eckstrom Darwin B 1,Larson Emil G.,11,OD,OWP,PA,11/20/1971,,09/01/1966,09/16/1966,,1966-09-26,1971-11-20,,Pre-1989 Well (N/A),Busti,Lakewood,I,Busti,Glade,False,Vertical,Chautauqua,9.0,,0.0,-79.28257,42.00501,-79.28257,42.00501,714.0,714.0,0.0,714.0,1517.0,NL,0.0,,0.0,,,,,12/02/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013050140000,"(42.00501, -79.28257)",1881.0,5.153424657534247
37117,31029099580000,29,9958,0,0,Lobuglio Block Co 1,Lafarge North America Inc.,2065,GD,GWP,PA,06/17/2009,,05/01/1973,08/03/1973,,1973-10-10,2009-06-17,,Pre-1989 Well (N/A),Buffalo,Buffalo SE,A,Buffalo,Medina,False,Vertical,Erie,9.0,,0.0,-78.83472999999998,42.84536,-78.83472999999998,42.84536,1081.0,1081.0,0.0,1081.0,580.0,NL,0.0,,0.0,,,,,07/01/2009 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029099580000,"(42.84536, -78.83473)",13034.0,35.70958904109589
37123,31013053350000,13,5335,0,0,Eckstrom Unit 8,Larson Emil G.,11,OD,OWP,PA,04/15/1974,,08/15/1967,06/26/1968,07/13/1968,1968-07-17,1974-04-15,,Pre-1989 Well (N/A),Busti,Lakewood,I,Busti,Glade,False,Vertical,Chautauqua,9.0,,660.0,-79.28478,42.00542,-79.28478,42.00542,745.0,745.0,0.0,745.0,1490.0,NL,0.0,Glade,0.0,,,,,09/27/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013053350000,"(42.00542, -79.28478)",2098.0,5.747945205479452
37136,31013055130000,13,5513,0,0,Eckstrom Unit 11,Larson Emil G.,11,OD,OWP,PA,04/10/1973,05/02/1968,05/06/1968,06/10/1968,06/20/1968,1968-06-24,1973-04-10,,Pre-1989 Well (N/A),Busti,Lakewood,I,Busti,Glade,False,Vertical,Chautauqua,9.0,,650.0,-79.28192,42.00306,-79.28192,42.00306,736.0,736.0,0.0,736.0,1525.0,NL,0.0,Glade,0.0,,,,,05/31/1989 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013055130000,"(42.00306, -79.28192)",1751.0,4.7972602739726025
37147,31013153370000,13,15337,0,0,"Sventek, J 1",Envirogas Inc.,412,GD,GWP,PA,10/10/1991,05/22/1981,06/01/1981,08/18/1981,08/24/1981,1981-09-02,1991-10-10,,Pre-1989 Well (N/A),Chautauqua,Sherman,D,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,3660.0,-79.58591,42.19742,-79.58591,42.19742,3714.0,3714.0,0.0,3714.0,1533.0,NL,20.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013153370000,"(42.19742, -79.58591)",3690.0,10.10958904109589
37178,31013190540000,13,19054,0,0,Peterson 2,Trahan Petroleum Inc.,418,GD,GWP,PA,11/21/1986,05/07/1984,05/17/1984,05/20/1984,05/26/1984,1984-06-11,1986-11-21,,Pre-1989 Well (N/A),Harmony,Panama,E,Lakeshore,,False,Vertical,Chautauqua,9.0,,4000.0,-79.44798,42.08138,-79.44798,42.08138,4185.0,4185.0,0.0,4185.0,1500.0,NL,1100.0,,1000.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013190540000,"(42.08138, -79.44798)",893.0,2.4465753424657533
37182,31029035110000,29,3511,0,0,Kerr I-1166,Iroquois Gas Corp.,16,DH,DP,PA,11/17/1941,,,09/23/1941,11/15/1941,1941-11-15,1941-11-17,,Pre-1989 Well (N/A),Collins,Collins Center,B,Zoar,,False,Vertical,Erie,9.0,,0.0,-78.7981,42.46981,-78.7981,42.46981,1964.0,1964.0,0.0,1964.0,1200.0,NL,0.0,,0.0,,,,,02/22/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029035110000,"(42.46981, -78.7981)",2.0,0.005479452054794521
37186,31013041780000,13,4178,0,0,Campbell C W 1,R.J. Petroleum,9388,DW,DP,PA,05/08/1962,,,03/05/1962,,1962-03-17,1962-05-08,,Pre-1989 Well (N/A),Chautauqua,Hartfield,G,Lakeshore,,False,Vertical,Chautauqua,9.0,,0.0,-79.4668,42.2887,-79.4668,42.2887,0.0,0.0,0.0,0.0,1359.0,NL,0.0,,0.0,,,,,11/16/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013041780000,"(42.2887, -79.4668)",52.0,0.14246575342465753
37191,31029140410000,29,14041,0,0,Miller 1014,National Fuel Gas Supply Corp.,431,ST,SP,PA,06/11/1932,,,11/03/1930,,1930-12-27,1932-06-11,,Pre-1989 Well (N/A),Colden,Colden,F,Colden,,False,Vertical,Erie,9.0,,0.0,-78.66162,42.68628,-78.66162,42.68628,2517.0,2517.0,0.0,2517.0,,NL,0.0,,0.0,,,,,07/02/1993 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029140410000,"(42.68628, -78.66162)",532.0,1.4575342465753425
37218,31013020040000,13,2004,0,0,Salisbury C A 1,Republic Light Heat & Power,9254,GD,GWP,PA,01/23/1926,,,,,1911-09-25,1926-01-23,,Pre-1989 Well (N/A),Hanover,Silver Creek,I,Lakeshore,Medina,False,Vertical,Chautauqua,9.0,,0.0,-79.16457,42.52344,-79.16457,42.52344,1961.0,1961.0,0.0,1961.0,640.0,NL,0.0,,0.0,,,,,11/01/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31013020040000,"(42.52344, -79.16457)",5234.0,14.33972602739726
37230,31029128760000,29,12876,0,0,Sullivan;gertrude 1,SCG Gas Quest Inc.,439,DH,DP,PA,08/22/1977,07/24/1977,07/25/1977,07/28/1977,08/16/1977,1977-08-16,1977-08-22,,Pre-1989 Well (N/A),Evans,Eden,G,Brant-Eden,,False,Vertical,Erie,9.0,,1900.0,-78.96962999999998,42.64637,-78.96962999999998,42.64637,1821.0,1821.0,0.0,1821.0,,NL,0.0,,0.0,,,,,04/04/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029128760000,"(42.64637, -78.96963)",6.0,0.01643835616438356
37236,31037195520000,37,19552,0,0,D&D Farms 5 (6440),Empire Exploration Inc.,971,GD,GWP,PA,10/30/1985,08/29/1985,09/16/1985,10/04/1985,10/05/1985,1985-10-11,1985-10-30,,Pre-1989 Well (N/A),Bethany,Batavia South,F,Bethany,Medina,False,Vertical,Genesee,8.0,,1730.0,-78.14418,42.91972,-78.14418,42.91972,1675.0,1675.0,0.0,1675.0,1120.0,NL,600.0,,500.0,,,,,11/10/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037195520000,"(42.91972, -78.14418)",19.0,0.052054794520547946
37256,31101124670000,101,12467,0,0,Green 1a,Walchli John W. Jr.,1327,OD,OWP,PA,11/14/1996,04/16/1977,04/21/1977,02/15/1978,03/16/1978,1978-03-25,1996-11-14,,Pre-1989 Well (N/A),West Union,Rexville,A,Beech Hill-Independence,Fulmer Valley,False,Vertical,Steuben,8.0,,2100.0,-77.73738,42.09055,-77.73738,42.09055,2091.0,2091.0,0.0,2091.0,2275.0,NL,0.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101124670000,"(42.09055, -77.73738)",6809.0,18.654794520547945
37259,31037021800000,37,2180,0,0,Kenney,Iroquois Gas Corp.,16,GD,GWP,PA,09/16/1965,,,,,1941-05-13,1965-09-16,,Pre-1989 Well (N/A),Pavilion,Stafford,H,Pavilion,Medina,False,Vertical,Genesee,8.0,,0.0,-78.06793999999998,42.89656,-78.06793999999998,42.89656,1920.0,1920.0,0.0,1920.0,1130.0,NL,0.0,,0.0,,,,,02/27/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037021800000,"(42.89656, -78.06794)",8892.0,24.361643835616437
37261,31029685740000,29,68574,0,0,Hyde (Stearns)  1163,Empire Energies,733,GD,GWP,PA,03/24/1994,,,08/04/1941,,1941-08-21,1994-03-24,,Pre-1989 Well (N/A),North Collins,Langford,G,North Collins,Akron,False,Vertical,Erie,9.0,,0.0,-78.83902999999998,42.5365,-78.83902999999998,42.5365,1860.0,1860.0,0.0,1860.0,1290.0,NL,0.0,,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029685740000,"(42.5365, -78.83903)",19208.0,52.62465753424657
37267,31097010780000,97,1078,0,0,Malloy 1 H110,Columbia Gas Transmission LLC,31,GD,GWP,PA,08/07/1976,,,08/08/1930,,1930-08-27,1976-08-07,,Pre-1989 Well (N/A),Tyrone,Wayne,C,Wayne-Dundee,Oriskany,False,Vertical,Schuyler,8.0,,0.0,-77.01491,42.46413,-77.01491,42.46413,1965.0,1965.0,0.0,1965.0,1312.0,NL,0.0,,0.0,,,,,09/21/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31097010780000,"(42.46413, -77.01491)",16782.0,45.97808219178082
37271,31037048040000,37,4804,0,0,Nickell,Pavilion Natural Gas Co.,60,GD,GWP,PA,01/01/1950,,,02/05/1944,,1944-03-21,1950-01-01,,Pre-1989 Well (N/A),Pavilion,Stafford,F,Roanoke,Medina,False,Vertical,Genesee,8.0,,0.0,-78.00067,42.93694,-78.00067,42.93694,1540.0,1540.0,0.0,1540.0,929.0,NL,0.0,,0.0,,,,,04/28/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037048040000,"(42.93694, -78.00067)",2112.0,5.786301369863014
37275,31069044090000,69,4409,0,0,Outhouse 1,Eason Oil Co.,9483,DW,DP,PA,,,,06/06/1963,,1963-12-20,2019-08-21,,Pre-1989 Well (N/A),Canandaigua,Canandaigua,H,,,False,Vertical,Ontario,8.0,,0.0,-77.30952999999998,42.89663,-77.30952999999998,42.89663,2055.0,2055.0,0.0,2055.0,785.0,NL,0.0,,0.0,,,,,09/18/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31069044090000,"(42.89663, -77.30953)",20333.0,55.706849315068496
37278,31101001450000,101,145,0,0,Roosa 1,Bradley Producing Corp.,101,GD,GWP,PA,10/14/1970,,,03/27/1941,,1941-05-26,1970-10-14,,Pre-1989 Well (N/A),Howard,Canisteo,B,Howard,Oriskany,False,Vertical,Steuben,8.0,,0.0,-77.55731,42.35711,-77.55731,42.35711,3604.0,3604.0,0.0,3604.0,1852.0,NL,0.0,,0.0,,,,,03/27/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101001450000,"(42.35711, -77.55731)",10733.0,29.405479452054795
37314,31065007000000,65,700,0,0,Ft Stanwick Mfg Co,,9998,GD,GWP,PA,06/02/2014,,,,,1936-11-23,2014-06-02,,Pre-1989 Well (N/A),Rome,Rome,B,Rome,Trenton,False,Vertical,Oneida,6.0,,0.0,-75.44611,43.21611,-75.44611,43.21611,820.0,820.0,0.0,820.0,,NL,0.0,,0.0,,,,,06/27/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31065007000000,"(43.21611, -75.44611)",28315.0,77.57534246575342
37333,31121141620000,121,14162,0,0,"Winspear, W 51",Lenape Resources Corp. The,878,GD,GWP,PA,09/30/1983,07/27/1983,09/09/1983,10/22/1979,10/28/1979,1979-12-18,1983-09-30,,Pre-1989 Well (N/A),Middlebury,Wyoming,A,Wyoming,Medina,False,Vertical,Wyoming,9.0,,1950.0,-78.09053,42.85051,-78.09080299999998,42.850454,2068.0,2068.0,0.0,2068.0,1147.0,NL,0.0,Medina,0.0,,,,,04/18/1990 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121141620000,"(42.85051, -78.09053)",1382.0,3.786301369863014
37334,31101231380000,101,23138,0,0,Kent 1,Talisman Energy USA Inc.,2542,DW,DP,PA,08/31/2012,06/09/2004,06/18/2004,06/21/2004,06/29/2004,2012-08-22,2012-08-31,06/21/2006,Released,Jasper,South Canisteo,I,Grass Hill South,,False,Vertical,Steuben,8.0,UD,4600.0,-77.51788999999998,42.14006,-77.51788999999998,42.14006,4450.0,4450.0,0.0,4450.0,1830.0,GW,2000.0,Marcellus,1900.0,Conforms to statewide spacing under Title 5,40.0,No integration order required,,10/28/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101231380000,"(42.14006, -77.51789)",9.0,0.024657534246575342
37343,31037175940000,37,17594,0,0,Hagen Bros 1,United States Gypsum Company,1527,GD,GWP,PA,06/08/1998,10/15/1984,10/29/1984,11/26/1984,11/29/1984,1984-12-14,1998-06-08,,Pre-1989 Well (N/A),Batavia,Oakfield,F,Indian Falls,Medina,False,Vertical,Genesee,8.0,,972.0,-78.26501,43.04269,-78.26501,43.04269,975.0,975.0,0.0,975.0,847.0,NL,350.0,,250.0,,,,,09/10/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037175940000,"(43.04269, -78.26501)",4924.0,13.490410958904109
37353,31037104240000,37,10424,0,0,McGuire 1,Gypsum Energy Management Co.,329,GD,GWP,PA,12/11/1986,01/04/1974,01/07/1974,02/15/1974,02/19/1974,1974-11-04,1986-12-11,,Pre-1989 Well (N/A),Batavia,Oakfield,H,Indian Falls,Medina,False,Vertical,Genesee,8.0,,1000.0,-78.30039999999998,43.04104,-78.30039999999998,43.04104,1003.0,1003.0,0.0,1003.0,865.0,NL,20.0,Medina,0.0,,,,,09/10/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037104240000,"(43.04104, -78.3004)",4420.0,12.10958904109589
37356,31037205860000,37,20586,0,0,Springbrook Farms 6810,Springbrook Farms Inc.,1354,GD,GWP,PA,04/23/2013,03/30/1988,05/25/1988,06/15/1988,06/16/1988,1988-07-15,2013-04-23,,Pre-1989 Well (N/A),Bethany,Stafford,D,Bethany,Medina,False,Vertical,Genesee,8.0,,1470.0,-78.106503,42.947901,-78.106503,42.947901,1490.0,1490.0,0.0,1490.0,990.0,GD,475.0,Medina,375.0,,,,,01/28/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037205860000,"(42.947901, -78.106503)",9048.0,24.78904109589041
37357,31101231870100,101,23187,1,0,Bauer 1-A,Talisman Energy USA Inc.,2542,GW,GWP,PA,10/16/2013,06/15/2005,06/16/2005,06/13/2005,06/17/2005,2005-11-04,2013-10-16,12/13/2005,Released,Corning,Big Flats,G,,Black River,False,Horizontal,Steuben,8.0,,10165.0,-76.99177,42.16117,-76.99393,42.15771,10123.0,11235.0,10450.0,785.0,1660.0,GW,570.0,Black River,470.0,,,,,01/30/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101231870100,"(42.16117, -76.99177)",2903.0,7.953424657534247
37361,31099175670000,99,17567,0,0,Macgill 1 (4047),Equitable Resources Exploraration,1261,GD,GWP,PA,07/22/1989,08/15/1984,09/04/1984,10/05/1984,10/12/1984,1984-10-25,1989-07-22,02/01/1986,Released,Fayette,Romulus,A,Fayette-Waterloo,Queenston,False,Vertical,Seneca,8.0,,2350.0,-76.84422,42.86679,-76.84422,42.86679,2164.0,2164.0,0.0,2164.0,532.0,NL,725.0,Queenston,625.0,,,,,05/26/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31099175670000,"(42.86679, -76.84422)",1731.0,4.742465753424658
37363,31037018390000,37,1839,0,0,van Buren 1,Pavilion Natural Gas Co.,60,GD,GWP,PA,08/01/1932,,,06/26/1915,,1915-07-27,1932-08-01,,Pre-1989 Well (N/A),Pavilion,Leicester,A,Pavilion,Medina,False,Vertical,Genesee,8.0,,0.0,-77.98439999999998,42.87465,-77.98439999999998,42.87465,2000.0,2000.0,0.0,2000.0,1170.0,NL,0.0,,0.0,,,,,03/10/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037018390000,"(42.87465, -77.9844)",6215.0,17.027397260273972
37366,31029198170000,29,19817,0,0,Lorentz 1,Josela Enterprises Inc.,1291,GD,GWP,PA,09/19/1988,11/19/1984,12/12/1984,02/11/1985,02/13/1985,1985-03-21,1988-09-19,,Pre-1989 Well (N/A),Lancaster,Orchard Park,B,Alden-Lancaster,Medina,False,Vertical,Erie,9.0,,1400.0,-78.68061,42.87003,-78.68061,42.87003,1220.0,1220.0,0.0,1220.0,675.0,NL,475.0,,375.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029198170000,"(42.87003, -78.68061)",1278.0,3.5013698630136987
37416,31101046100000,101,4610,0,0,Cartwright 2293,Iroquois Gas Corp.,16,DW,DP,PA,11/11/1964,,,06/25/1908,,1908-06-25,1964-11-11,,Pre-1989 Well (N/A),Greenwood,Rexville,A,,,False,Vertical,Steuben,8.0,,0.0,-77.73646999999998,42.10554,-77.73646999999998,42.10554,1067.0,1067.0,0.0,1067.0,2220.0,NL,0.0,,0.0,,,,,01/24/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101046100000,"(42.10554, -77.73647)",20593.0,56.41917808219178
37417,31051151890000,51,15189,0,0,Buchinger 1,Westmin Resources Inc.,682,GW,GWP,PA,09/23/1989,03/08/1980,03/19/1980,03/23/1980,03/27/1980,1980-06-02,1989-09-23,06/03/1983,Released,Nunda,Nunda,C,Hunt Hollow,Medina,False,Vertical,Livingston,8.0,,3240.0,-77.90111,42.58354,-77.90111,42.58354,3424.0,3424.0,0.0,3424.0,1241.0,NL,20.0,,0.0,,,,,02/27/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31051151890000,"(42.58354, -77.90111)",3400.0,9.315068493150685
37425,31051022060000,51,2206,0,0,Willison,International Salt Co.,1185,DW,DP,PA,11/07/1977,,,05/20/1913,,1913-06-30,1977-11-07,,Pre-1989 Well (N/A),Leicester,Leicester,I,,,False,Vertical,Livingston,8.0,,0.0,-77.89374999999998,42.78788,-77.89374999999998,42.78788,1927.0,1927.0,0.0,1927.0,680.0,NL,0.0,,0.0,,,,,10/29/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31051022060000,"(42.78788, -77.89375)",23506.0,64.4
37437,31101164380000,101,16438,0,0,Allen-Edwards W11,Plants and Goodwin Inc.,451,OD,OWP,PA,10/19/2020,07/31/1981,08/04/1981,08/06/1981,08/27/1981,1981-09-03,2020-08-26,,Pre-1989 Well (N/A),West Union,Rexville,D,Beech Hill-Independence,Fulmer Valley,True,Vertical,Steuben,8.0,,1300.0,-77.739486,42.069348,-77.739486,42.069348,1270.0,1270.0,0.0,1270.0,2230.0,NL,0.0,,0.0,,,,,09/10/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101164380000,"(42.069348, -77.739486)",14237.0,39.00547945205479
37479,31101101390000,101,10139,0,0,Burd B1,Yahn & Yahn Inc.,38,OD,OWP,PA,05/11/1988,05/04/1977,05/05/1977,11/10/1973,12/18/1973,1977-10-04,1988-05-11,,Pre-1989 Well (N/A),West Union,Rexville,D,Beech Hill-Independence,Fulmer Valley,False,Vertical,Steuben,8.0,,1204.0,-77.72073,42.07655,-77.72073,42.07655,1204.0,1204.0,0.0,1204.0,2215.0,NL,0.0,,0.0,,,,,02/09/2005 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101101390000,"(42.07655, -77.72073)",3872.0,10.608219178082193
37494,31099175730000,99,17573,0,0,Martin 1 (4055),Equitable Resources Exploraration,1261,GD,GWP,PA,07/22/1989,08/29/1984,09/20/1984,10/30/1984,11/03/1984,1984-11-09,1989-07-22,02/01/1986,Released,Fayette,Romulus,B,Fayette-Waterloo,Queenston,False,Vertical,Seneca,8.0,,2350.0,-76.821,42.84685,-76.821,42.84685,2218.0,2218.0,0.0,2218.0,554.0,NL,725.0,Queenston,625.0,,,,,05/26/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31099175730000,"(42.84685, -76.821)",1716.0,4.701369863013698
37525,31101106490000,101,10649,0,0,Raish 2,Steuben Gas Storage Co.,1451,MS,SP,PA,11/06/1992,04/05/1974,04/08/1974,07/02/1974,07/10/1974,1991-07-07,1992-11-06,,Pre-1989 Well (N/A),Canisteo,South Canisteo,C,Adrian Reef,Onondaga,False,Vertical,Steuben,8.0,,4400.0,-77.51985999999998,42.2388,-77.51985999999998,42.2388,4400.0,4400.0,0.0,4400.0,2157.0,NL,0.0,,0.0,Exempt - not an oil or gas well,,,,11/06/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101106490000,"(42.2388, -77.51986)",488.0,1.336986301369863
37538,31121113120000,121,11312,0,0,Weber 1,Marmik Oil Co.,331,DW,DP,PA,03/21/1975,,,03/10/1975,,1975-03-20,1975-03-21,,Pre-1989 Well (N/A),Attica,Dale,E,,,False,Vertical,Wyoming,9.0,,0.0,-78.19328,42.81194,-78.193543,42.811878,2680.0,2680.0,0.0,2680.0,1618.0,NL,0.0,,0.0,,,,,01/12/1994 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121113120000,"(42.81194, -78.19328)",1.0,0.0027397260273972603
37556,31037194720000,37,19472,0,0,Kiefer 2,United States Gypsum Company,1527,GD,GWP,PA,08/09/1994,05/08/1985,06/28/1985,07/26/1985,08/01/1985,1985-10-29,1994-08-09,,Pre-1989 Well (N/A),Batavia,Oakfield,I,Huron Creek,Medina,False,Vertical,Genesee,8.0,,1118.0,-78.27831,43.01121,-78.27831,43.01121,1116.0,1116.0,0.0,1116.0,901.0,NL,475.0,Medina,375.0,,,,,06/25/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037194720000,"(43.01121, -78.27831)",3206.0,8.783561643835617
