,apiwellnumber,countycode,apiholenumber,sidetrack,completion,wellname,companyname,operatornumber,welltype,mapsymbol,wellstatus,statusdate,permitapplicationdate,permitissueddate,datespudded,dateoftotaldepth,datewellcompleted,datewellplugged,datewellconfidentialityends,confidentialitycode,town,quad,quadsection,producingfield,producingformation,financialsecurity,slant,county,region,statelease,proposeddepthft,surfacelongitude,surfacelatitude,bottomholelongitude,bottomholelatitude,trueverticaldepthft,measureddepthft,kickoffft,drilleddepthft,elevationft,originalwelltype,permitfee,objectiveformation,depthfee,spacing,spacingacres,integration,hearingdate,datelastmodified,decdatabaselink,location1,date_well_completed,date_well_plugged,well_time,well_time ,well_time_yr
38206,31029207340000,29,20734,0,0,Gernatts Unit 2,Fault Line Oil Corporation,1070,GD,GWP,PA,04/22/2002,09/09/1986,09/26/1986,10/07/1986,10/08/1986,10/10/1986,04/22/2002,,Released,Sardinia,Arcade,G,Chaffee-Arcade,Medina,False,Vertical,Erie,9.0,,3450.0,-78.47175,42.53568,-78.47175,42.53568,3318.0,3318.0,0.0,3318.0,1420.0,NL,975.0,Medina,875.0,,,,,06/03/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029207340000,"(42.53568, -78.47175)",1986-10-10,2002-04-22,5673.0,5673,15.542465753424658
38219,31121220930000,121,22093,0,0,Frey 1,A. J. Lease Account,982,DW,DP,PA,06/08/1994,05/28/1991,06/04/1991,06/10/1991,06/14/1991,07/17/1991,06/08/1994,12/10/1991,Released,Eagle,Pike,D,,,False,Vertical,Wyoming,9.0,,3950.0,-78.24747,42.56483,-78.24773899999998,42.564769,3991.0,3991.0,0.0,3991.0,2000.0,NL,1100.0,Medina,1000.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121220930000,"(42.56483, -78.24747)",1991-07-17,1994-06-08,1057.0,1057,2.8958904109589043
38220,31097238230100,97,23823,1,0,Kaiser 1-A,Talisman Energy USA Inc.,2542,GW,GWP,PA,07/11/2013,04/26/2006,04/27/2006,04/28/2006,06/28/2006,07/12/2006,07/11/2013,04/28/2008,Released,Orange,Bradford NY,F,,Black River,False,Directional,Schuyler,8.0,UT,8729.0,-77.02301,42.326541,-77.024692,42.320385,8802.0,12811.0,11800.0,1011.0,1350.0,GW,1810.0,Black River,1710.0,Conforms to statewide spacing under Title 5,647.62,Integration order issued,05/18/2006,11/20/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31097238230100,"(42.326541, -77.02301)",2006-07-12,2013-07-11,2556.0,2556,7.002739726027397
38224,31037173870000,37,17387,0,0,Rybak 1,United States Gypsum Company,1527,GD,GWP,PA,05/09/2019,12/29/1982,01/13/1983,01/23/1983,01/25/1983,12/06/1983,05/09/2019,09/10/1986,Released,Darien,Corfu,I,Alden-Lancaster,Medina,True,Vertical,Genesee,8.0,,1725.0,-78.398527,42.883405,-78.398527,42.883405,1680.0,1680.0,0.0,1680.0,1063.0,NL,600.0,,500.0,,,,,05/10/2019 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037173870000,"(42.883405, -78.398527)",1983-12-06,2019-05-09,12938.0,12938,35.446575342465756
38231,31051174290000,51,17429,0,0,Simpson 186,Lenape Resources Corp. The,878,GD,GWP,PA,12/01/1988,06/21/1983,07/01/1983,07/12/1983,07/15/1983,08/30/1983,12/01/1988,05/01/1985,Released,York,Le Roy,I,Uhley Corners-Caledonia,Medina,False,Vertical,Livingston,8.0,,1775.0,-77.897,42.87902,-77.897,42.87902,1805.0,1805.0,0.0,1805.0,835.0,NL,600.0,,500.0,,,,,12/14/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31051174290000,"(42.87902, -77.897)",1983-08-30,1988-12-01,1920.0,1920,5.260273972602739
38306,31097010780000,97,1078,0,0,Malloy 1 H110,Columbia Gas Transmission LLC,31,GD,GWP,PA,08/07/1976,,,08/08/1930,,08/27/1930,08/07/1976,,Pre-1989 Well (N/A),Tyrone,Wayne,C,Wayne-Dundee,Oriskany,False,Vertical,Schuyler,8.0,,0.0,-77.01491,42.46413,-77.01491,42.46413,1965.0,1965.0,0.0,1965.0,1312.0,NL,0.0,,0.0,,,,,09/21/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31097010780000,"(42.46413, -77.01491)",1930-08-27,1976-08-07,16782.0,16782,45.97808219178082
38330,31101616220000,101,61622,0,0,Austin 19,Lee Oil Company Inc.,1455,OE,OWP,PA,06/30/2005,,,,,06/23/2005,06/30/2005,,Pre-1989 Well (N/A),West Union,Rexville,B,,,False,Vertical,Steuben,8.0,,,-77.7042,42.0921,-77.7042,42.0921,0.0,0.0,0.0,0.0,,OD,0.0,,0.0,,,,,07/03/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101616220000,"(42.0921, -77.7042)",2005-06-23,2005-06-30,7.0,7,0.019178082191780823
38335,31101616240000,101,61624,0,0,McKinley O-5,Lee Oil Company Inc.,1455,OE,OWP,PA,06/22/2005,,,06/11/1951,06/21/1951,06/21/1951,06/22/2005,,Pre-1989 Well (N/A),West Union,Rexville,B,Fulmer Valley,,False,Vertical,Steuben,8.0,,,-77.70569,42.09441,-77.70569,42.09441,904.0,904.0,0.0,904.0,,NL,0.0,Fulmer Valley,0.0,,,,,06/30/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101616240000,"(42.09441, -77.70569)",1951-06-21,2005-06-22,19725.0,19725,54.04109589041096
38346,31101615870000,101,61587,0,0,Edwards 5,Edwards Nathan B Jr,925,OD,OWP,PA,04/12/1996,,,,,01/01/1910,04/12/1996,,Pre-1989 Well (N/A),West Union,Rexville,D,Beech Hill-Independence,Fulmer Valley,False,Vertical,Steuben,8.0,,0.0,-77.737385,42.073155,-77.737385,42.073155,1200.0,1200.0,0.0,1200.0,,NL,0.0,Fulmer Valley,0.0,,,,,08/20/1996 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101615870000,"(42.073155, -77.737385)",1910-01-01,1996-04-12,31513.0,31513,86.33698630136986
38359,31051155930000,51,15593,0,0,Warner 1,Burley Gary C.,2242,GD,GWP,PA,10/24/2013,09/17/1980,09/29/1980,10/08/1980,10/11/1980,12/11/1980,10/24/2013,,Pre-1989 Well (N/A),Leicester,Leicester,H,Leicester,Medina,False,Vertical,Livingston,8.0,,2450.0,-77.92664,42.75212,-77.92664,42.75212,2321.0,2321.0,0.0,2321.0,895.0,GW,20.0,Medina,0.0,,,,,03/10/2017 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31051155930000,"(42.75212, -77.92664)",1980-12-11,2013-10-24,12005.0,12005,32.89041095890411
38363,31099043780000,99,4378,0,0,Andrews 2,Monile Albert,9558,DH,DP,PA,07/18/1963,,,04/20/1963,,06/26/1963,07/18/1963,,Pre-1989 Well (N/A),Waterloo,Seneca Falls,D,Fayette-Waterloo,,False,Vertical,Seneca,8.0,,0.0,-76.86816,42.92397,-76.86816,42.92397,1763.0,1763.0,0.0,1763.0,503.0,NL,0.0,,0.0,,,,,01/23/2017 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31099043780000,"(42.92397, -76.86816)",1963-06-26,1963-07-18,22.0,22,0.06027397260273973
38375,31121144420000,121,14442,0,0,"George, E 41-A",Lenape Resources Corp. The,878,GD,GWP,PA,08/19/1992,08/21/1979,08/21/1979,08/22/1979,09/01/1979,01/05/1982,08/19/1992,,Pre-1989 Well (N/A),Wethersfield,Johnsonburg,F,Wethersfield,Medina,False,Vertical,Wyoming,9.0,,3350.0,-78.27388,42.68233,-78.274135,42.682274,3378.0,3378.0,0.0,3378.0,1830.0,NL,20.0,Medina,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121144420000,"(42.68233, -78.27388)",1982-01-05,1992-08-19,3879.0,3879,10.627397260273973
38377,31121172730000,121,17273,0,0,Trybuskiewicz 1,United States Gypsum Company,1527,GD,GWP,PA,10/21/2020,03/26/1982,04/22/1982,06/12/1982,06/15/1982,04/04/1983,07/15/2021,,Pre-1989 Well (N/A),Bennington,Attica,B,Danley Corners,Medina,True,Vertical,Wyoming,9.0,,2185.0,-78.32939,42.84212,-78.32939,42.84212,2223.0,2223.0,0.0,2223.0,1415.0,NL,725.0,Medina,625.0,,,,,08/25/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121172730000,"(42.84212, -78.32939)",1983-04-04,2021-07-15,13982.0,13982,38.30684931506849
38380,31037204970000,37,20497,0,0,Schafer 3,United States Gypsum Company,1527,GD,GWP,PA,11/13/1996,07/13/1987,07/23/1987,07/29/1987,08/09/1987,09/16/1987,11/13/1996,,Pre-1989 Well (N/A),Pembroke,Akron,I,Indian Falls,Medina,False,Vertical,Genesee,8.0,,990.0,-78.4062,43.02275,-78.4062,43.02275,1030.0,1030.0,0.0,1030.0,860.0,NL,350.0,Medina,250.0,,,,,07/02/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037204970000,"(43.02275, -78.4062)",1987-09-16,1996-11-13,3346.0,3346,9.167123287671233
38396,31117231170000,117,23117,0,0,Hughes 3,Chesapeake Appalachia L.L.C.,2302,GD,GWP,PA,02/13/2013,12/01/2004,12/20/2004,02/22/2005,03/08/2005,03/09/2005,02/13/2013,02/22/2007,Released,Galen,Savannah,B,Pangburn,Trenton,False,Vertical,Wayne,8.0,,3900.0,-76.82903,43.09537,-76.82903,43.09537,2658.0,2658.0,0.0,2658.0,435.0,GE,1620.0,Trenton,1520.0,Conforms to statewide spacing under Title 5,86.89,No integration order required,,07/31/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31117231170000,"(43.09537, -76.82903)",2005-03-09,2013-02-13,2898.0,2898,7.93972602739726
38413,31101216270000,101,21627,0,0,Fee 3A,Semgas Storage L.L.C.,2248,ST,SP,PA,08/07/2010,01/16/1996,01/30/1996,04/22/1996,05/27/1996,06/15/1996,08/07/2010,04/22/1998,Released,Avoca,Avoca,D,Avoca,,False,Vertical,Steuben,8.0,,4050.0,-77.46470999999998,42.41897,-77.46470999999998,42.41897,4096.0,4096.0,0.0,4096.0,1744.0,ST,1225.0,Syracuse,1125.0,Exempt - not an oil or gas well,,,,02/17/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101216270000,"(42.41897, -77.46471)",1996-06-15,2010-08-07,5166.0,5166,14.153424657534247
38432,31037194830000,37,19483,0,0,Winkstern 2,United States Gypsum Company,1527,GD,GWP,PA,06/24/1993,05/31/1985,06/27/1985,07/23/1985,07/25/1985,08/29/1985,06/24/1993,,Pre-1989 Well (N/A),Batavia,Oakfield,I,Huron Creek,Medina,False,Vertical,Genesee,8.0,,1120.0,-78.27089999999998,43.01134,-78.27089999999998,43.01134,1140.0,1140.0,0.0,1140.0,896.0,NL,475.0,,375.0,,,,,06/25/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037194830000,"(43.01134, -78.2709)",1985-08-29,1993-06-24,2856.0,2856,7.824657534246575
38438,31029211360000,29,21136,0,0,"Foster,B 1",Empire Exploration Inc.,971,DH,DP,PA,09/07/1988,06/14/1988,07/18/1988,08/01/1988,08/05/1988,08/31/1988,09/07/1988,,Pre-1989 Well (N/A),Concord,Springville,H,Concord,Medina,False,Vertical,Erie,9.0,,3100.0,-78.70027,42.54159,-78.70027,42.54159,2775.0,2775.0,0.0,2775.0,1655.0,NL,975.0,Medina,875.0,,,,,08/25/1999 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029211360000,"(42.54159, -78.70027)",1988-08-31,1988-09-07,7.0,7,0.019178082191780823
38440,31029683550000,29,68355,0,0,Hagen 1506-I,National Fuel Gas Supply Corp.,431,DH,DP,PA,08/25/1952,,,07/28/1952,08/23/1952,08/23/1952,08/25/1952,,Pre-1989 Well (N/A),Marilla,East Aurora,F,Bennington,Medina,False,Vertical,Erie,9.0,,0.0,-78.50736,42.80289,-78.50736,42.80289,1890.0,1890.0,0.0,1890.0,1098.0,NL,0.0,,0.0,,,,,04/04/1995 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029683550000,"(42.80289, -78.50736)",1952-08-23,1952-08-25,2.0,2,0.005479452054794521
38455,31029163160000,29,16316,0,0,Stoll 1,Timberlay Corp.,783,GD,GWP,PA,09/10/1991,07/06/1981,07/06/1981,07/10/1981,07/14/1981,09/20/1981,09/10/1991,,Pre-1989 Well (N/A),Clarence,Wolcottsville,G,Clarence,Medina,False,Vertical,Erie,9.0,,800.0,-78.59488,43.009,-78.59488,43.009,800.0,800.0,0.0,800.0,630.0,NL,20.0,Medina,0.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31029163160000,"(43.009, -78.59488)",1981-09-20,1991-09-10,3642.0,3642,9.978082191780821
38457,31121172340000,121,17234,0,0,"Milligan, A 123",Lenape Resources Corp. The,878,GD,GWP,PA,11/23/1983,03/22/1982,03/31/1982,06/16/1982,07/02/1982,08/23/1982,11/23/1983,,Pre-1989 Well (N/A),Covington,Leicester,D,Leicester,Medina,False,Vertical,Wyoming,9.0,,2200.0,-77.98102,42.83106,-77.98128699999998,42.830996,2221.0,2221.0,0.0,2221.0,1110.0,NL,725.0,Medina,625.0,,,,,04/18/1990 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121172340000,"(42.83106, -77.98102)",1982-08-23,1983-11-23,457.0,457,1.252054794520548
38490,31069040910000,69,4091,0,0,Burlingham 1,Empire Exploration Inc.,971,GE,GWP,PA,05/27/1988,,,03/22/1961,,05/10/1961,05/27/1988,,Pre-1989 Well (N/A),East Bloomfield,Victor,I,East Bloomfield,Medina,False,Vertical,Ontario,8.0,,0.0,-77.37994999999998,42.88929,-77.37994999999998,42.88929,2006.0,2006.0,0.0,2006.0,868.0,NL,0.0,,0.0,,,,,06/10/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31069040910000,"(42.88929, -77.37995)",1961-05-10,1988-05-27,9879.0,9879,27.065753424657533
38524,31077237830000,77,23783,0,0,Ross 1,Gastem USA Inc.,2533,GD,GWP,PA,07/12/2012,05/09/2008,06/01/2009,08/28/2009,10/02/2009,11/11/2009,07/12/2012,08/28/2011,Released,Maryland,Milford,I,,Utica,False,Vertical,Otsego,4.0,,5000.0,-74.916399,42.539853,-74.916399,42.539853,4950.0,4950.0,0.0,4950.0,1818.0,GW,2000.0,Utica,1900.0,Conforms to statewide spacing under Title 5,39.81,No integration order required,,08/29/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31077237830000,"(42.539853, -74.916399)",2009-11-11,2012-07-12,974.0,974,2.6684931506849314
38537,31051022060000,51,2206,0,0,Willison,International Salt Co.,1185,DW,DP,PA,11/07/1977,,,05/20/1913,,06/30/1913,11/07/1977,,Pre-1989 Well (N/A),Leicester,Leicester,I,,,False,Vertical,Livingston,8.0,,0.0,-77.89374999999998,42.78788,-77.89374999999998,42.78788,1927.0,1927.0,0.0,1927.0,680.0,NL,0.0,,0.0,,,,,10/29/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31051022060000,"(42.78788, -77.89375)",1913-06-30,1977-11-07,23506.0,23506,64.4
38545,31101001470000,101,147,0,0,Roosa A-1,Bradley Producing Corp.,101,GD,GWP,PA,11/18/1970,,,06/19/1941,,08/23/1941,11/18/1970,,Pre-1989 Well (N/A),Howard,Canisteo,B,Howard,Oriskany,False,Vertical,Steuben,8.0,,0.0,-77.56305,42.35791,-77.56305,42.35791,3478.0,3478.0,0.0,3478.0,1723.0,NL,0.0,,0.0,,,,,04/12/2013 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101001470000,"(42.35791, -77.56305)",1941-08-23,1970-11-18,10679.0,10679,29.257534246575343
38550,31101109610000,101,10961,0,0,"Wyckoff Unit 4, Well 1",Arlington Exploration Co.,697,DH,DP,PA,04/14/2004,04/16/1974,07/18/1974,07/23/1974,07/29/1974,07/30/1974,04/14/2004,,Pre-1989 Well (N/A),Jasper,Troupsburg,A,Wyckoff,,False,Vertical,Steuben,8.0,,5100.0,-77.5895,42.12125,-77.5895,42.12125,4690.0,4690.0,0.0,4690.0,2112.0,NL,0.0,Oriskany,0.0,,,,,01/31/2008 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101109610000,"(42.12125, -77.5895)",1974-07-30,2004-04-14,10851.0,10851,29.72876712328767
38565,31101614390000,101,61439,0,0,Hamilton 105,Lee Oil Company Inc.,1455,OD,OWP,PA,06/08/2006,,,,,07/21/1936,06/08/2006,,Pre-1989 Well (N/A),West Union,Rexville,B,Marsh,Fulmer Valley,False,Vertical,Steuben,8.0,,0.0,-77.69979999999998,42.0908,-77.69979999999998,42.0908,797.0,797.0,0.0,797.0,,NL,0.0,,0.0,,,,,04/15/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101614390000,"(42.0908, -77.6998)",1936-07-21,2006-06-08,25524.0,25524,69.92876712328767
38580,31101161600000,101,16160,0,0,Burd 1,Yahn & Yahn Inc.,38,OD,OWP,PA,11/27/1990,10/07/1981,10/29/1981,11/10/1981,11/12/1981,12/15/1981,11/27/1990,,Pre-1989 Well (N/A),West Union,Rexville,D,Beech Hill-Independence,Fulmer Valley,False,Vertical,Steuben,8.0,,1200.0,-77.72759999999998,42.08093,-77.72759999999998,42.08093,1215.0,1215.0,0.0,1215.0,2155.0,NL,475.0,,375.0,,,,,01/16/2003 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101161600000,"(42.08093, -77.7276)",1981-12-15,1990-11-27,3269.0,3269,8.956164383561644
38590,31065011830000,65,1183,0,0,"Ringdahl, Ivan 3",Boyce et al,9371,GD,GWP,PA,04/02/2014,,,10/19/1935,,10/29/1935,04/02/2014,,Pre-1989 Well (N/A),Rome,Rome,B,Rome,Trenton,False,Vertical,Oneida,6.0,,0.0,-75.43438999999998,43.23201,-75.43438999999998,43.23201,717.0,717.0,0.0,717.0,470.0,NL,0.0,,0.0,,,,,06/27/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31065011830000,"(43.23201, -75.43439)",1935-10-29,2014-04-02,28645.0,28645,78.47945205479452
38635,31037029060000,37,2906,0,0,Daresky 1,Iroquois Gas Corp.,16,GD,GW,UM,03/18/1959,,,01/27/1910,,01/27/1910,03/18/1959,,Pre-1989 Well (N/A),Bethany,Stafford,H,Pavilion,Medina,False,Vertical,Genesee,8.0,,0.0,-78.075619,42.887844,-78.075619,42.887844,1918.0,1918.0,0.0,1918.0,1140.0,NL,0.0,,0.0,,,,,04/01/2021 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037029060000,"(42.887844, -78.075619)",1910-01-27,1959-03-18,17947.0,17947,49.16986301369863
38650,31121232560000,121,23256,0,0,Pac 2,Plains LPG Services L.P.,2739,ST,SP,PA,11/13/2015,08/21/1998,11/20/1998,04/14/1998,04/25/1998,04/27/1998,11/13/2015,04/14/2000,Released,Gainesville,Castile,D,,,True,Vertical,Wyoming,9.0,,2372.0,-78.09424,42.67876,-78.09450599999998,42.678699,2345.0,2345.0,0.0,2345.0,1454.0,NL,725.0,Salina,625.0,,,,,07/13/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31121232560000,"(42.67876, -78.09424)",1998-04-27,2015-11-13,6409.0,6409,17.55890410958904
38660,31101000760000,101,76,0,0,Schultz 1,Whitmer Oil & Gas,9570,DW,DP,PA,08/21/2019,,,12/12/1935,,02/01/1936,08/21/2019,,Pre-1989 Well (N/A),Avoca,Avoca,I,,,False,Vertical,Steuben,8.0,,0.0,-77.41482999999998,42.39851,-77.41482999999998,42.39851,3140.0,3140.0,0.0,3140.0,1179.0,NL,0.0,,0.0,,,,,06/16/2020 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101000760000,"(42.39851, -77.41483)",1936-02-01,2019-08-21,30517.0,30517,83.6082191780822
38673,31101173150000,101,17315,0,0,Mullen NFG 1,NYS Natural Gas Co.,290,DH,DP,PA,05/01/1982,04/12/1982,04/19/1982,04/22/1982,04/30/1982,04/30/1982,05/01/1982,,Pre-1989 Well (N/A),Hartsville,Greenwood,E,Hartsville,,False,Vertical,Steuben,8.0,,4155.0,-77.67433,42.193,-77.67433,42.193,4203.0,4203.0,0.0,4203.0,1663.0,NL,1225.0,,1125.0,,,,,04/01/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101173150000,"(42.193, -77.67433)",1982-04-30,1982-05-01,1.0,1,0.0027397260273972603
38707,31069023300000,69,2330,0,0,Schultz F 2,Granby & Hemenway Gas Co. Inc,43,GD,GWP,PA,12/31/1938,,,,,01/01/1938,12/31/1938,,Pre-1989 Well (N/A),Naples,Naples,C,Naples,,False,Vertical,Ontario,8.0,,0.0,-77.38867,42.61783,-77.38867,42.61783,1240.0,1240.0,0.0,1240.0,,NL,0.0,,0.0,,,,,07/13/2018 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31069023300000,"(42.61783, -77.38867)",1938-01-01,1938-12-31,364.0,364,0.9972602739726028
38725,31051161320000,51,16132,0,0,Mitchell 76,Lenape Resources Corp. The,878,GD,GWP,PA,10/30/1990,07/17/1981,08/04/1981,01/16/1982,02/09/1982,03/31/1982,10/30/1990,,Pre-1989 Well (N/A),Caledonia,Caledonia,D,Uhley Corners-Caledonia,Medina,False,Vertical,Livingston,8.0,,1200.0,-77.85474999999998,42.92704,-77.85474999999998,42.92704,1534.0,1534.0,0.0,1534.0,742.0,NL,20.0,,0.0,,,,,10/01/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31051161320000,"(42.92704, -77.85475)",1982-03-31,1990-10-30,3135.0,3135,8.58904109589041
38759,31075124060000,75,12406,0,0,Crane 1,Kirby Exploration Co.,414,GW,GWP,PA,03/16/1987,10/12/1976,10/26/1976,02/17/1977,02/22/1977,04/26/1977,03/16/1987,,Pre-1989 Well (N/A),Richland,Pulaski,H,Pulaski,Trenton,False,Vertical,Oswego,7.0,,1500.0,-76.19972,43.50186,-76.19972,43.50186,1795.0,1795.0,0.0,1795.0,330.0,NL,0.0,,0.0,,,,,04/20/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31075124060000,"(43.50186, -76.19972)",1977-04-26,1987-03-16,3611.0,3611,9.893150684931507
38765,31101614660000,101,61466,0,0,Keenan 110,Lee Oil Company Inc.,1455,OD,OWP,PA,07/14/2008,,,,,01/14/1938,08/10/2007,,Pre-1989 Well (N/A),West Union,Rexville,B,Marsh,Fulmer Valley,False,Vertical,Steuben,8.0,,0.0,-77.69892,42.09047,-77.69920899999998,42.090402,864.0,864.0,0.0,864.0,,NL,0.0,,0.0,,,,,05/26/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101614660000,"(42.09047, -77.69892)",1938-01-14,2007-08-10,25410.0,25410,69.61643835616438
38769,31075168180000,75,16818,0,0,Stowell 1,Kirby Exploration Co.,414,GD,GWP,PA,03/16/1987,09/17/1981,10/22/1981,01/04/1982,01/14/1982,01/22/1982,03/16/1987,,Pre-1989 Well (N/A),Richland,Pulaski,G,Pulaski,Trenton,False,Vertical,Oswego,7.0,,1200.0,-76.21365,43.51877,-76.21365,43.51877,865.0,865.0,0.0,865.0,330.0,NL,475.0,,375.0,,,,,04/20/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31075168180000,"(43.51877, -76.21365)",1982-01-22,1987-03-16,1879.0,1879,5.147945205479452
38772,31037107500000,37,10750,0,0,Bridge 1,F.E. Petroleum Corp.,277,GW,GWP,PA,07/23/2014,04/26/1974,04/27/1974,,05/13/1974,05/13/1974,07/23/2014,,Released,Elba,Batavia North,E,,,False,Vertical,Genesee,8.0,,900.0,-78.17238999999998,43.08305,-78.17238999999998,43.08305,720.0,720.0,0.0,720.0,738.0,NL,0.0,,0.0,,,,,09/25/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037107500000,"(43.08305, -78.17239)",1974-05-13,2014-07-23,14681.0,14681,40.221917808219175
38776,31037042740000,37,4274,0,0,Starr 3,Pavilion Natural Gas Co.,60,DH,DP,PA,06/27/1941,,,05/12/1941,,06/26/1941,06/27/1941,,Pre-1989 Well (N/A),Pavilion,Stafford,I,Pavilion,,False,Vertical,Genesee,8.0,,0.0,-78.01654,42.8838,-78.01654,42.8838,1802.0,1802.0,0.0,1802.0,1000.0,NL,0.0,,0.0,,,,,04/28/2014 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037042740000,"(42.8838, -78.01654)",1941-06-26,1941-06-27,1.0,1,0.0027397260273972603
38809,31037103100000,37,10310,0,0,Bater,F.E. Petroleum Corp.,277,DW,DP,PA,05/29/2015,11/02/1973,11/05/1973,,12/22/1973,12/22/1973,05/29/2015,,Released,Byron,Byron,D,,,True,Vertical,Genesee,8.0,,1200.0,-78.09993,43.0747,-78.09993,43.0747,690.0,690.0,0.0,690.0,689.0,NL,0.0,,0.0,,,,,06/01/2015 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31037103100000,"(43.0747, -78.09993)",1973-12-22,2015-05-29,15133.0,15133,41.46027397260274
38813,31101615190000,101,61519,0,0,Hamilton 111,Lee Oil Company Inc.,1455,OD,OWP,PA,07/14/2008,,,,,02/11/1938,07/12/2007,,Pre-1989 Well (N/A),West Union,Rexville,B,Marsh,Fulmer Valley,False,Vertical,Steuben,8.0,,0.0,-77.70003,42.0905,-77.700316,42.090429,918.0,918.0,0.0,918.0,,NL,0.0,,0.0,,,,,04/15/2016 12:00:00 AM +0000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31101615190000,"(42.0905, -77.70003)",1938-02-11,2007-07-12,25353.0,25353,69.46027397260274
